objectid,park,park_no,bldg_id,bldg_name,category,bldg_type,field_house_class,status,year_built,stories,building_sqft,owner,address,ward,community,lat,lon,provenance,source
539,RIDGE,175,0175-03,Ridge Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1929,2,41717,CPD,9625 S LONGWOOD DR,19,BEVERLY,41.718569,-87.667763,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
540,RIIS (JACOB),123,0123-01,Riis Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1929,2,22680,CPD,6100 W FULLERTON AVE,30,BELMONT CRAGIN,41.924184,-87.778574,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
541,RIIS (JACOB),123,0123-02,Comfort Station,other,COMFORT STATION,,ACTIVE,1935,1,,CPD,,30,BELMONT CRAGIN,41.926532,-87.781594,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
543,RIIS (JACOB),123,0123-04,Bath House,pool,POOL BUILDING,,ACTIVE,,1,,CPD,6136 W FULLERTON AVE,30,BELMONT CRAGIN,41.924107,-87.779736,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
544,RIIS (JACOB),123,0123-05,Pergola,other,SHELTER,,ACTIVE,,1,,CPD,6100 W FULLERTON AVE,30,BELMONT CRAGIN,41.924781,-87.779429,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
545,RIIS (JACOB),123,0123-06,Service Yard,other,MAINTENANCE,,ACTIVE,,,,CPD,6300 W FULLERTON AVE,30,BELMONT CRAGIN,41.924122,-87.782845,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
546,RIVER,186,0186-01,Bath House,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,40,LINCOLN SQUARE,41.974149,-87.702431,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
547,RIVER,186,0186-02,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,40,LINCOLN SQUARE,41.973737,-87.702742,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
548,RIVER,186,0186-03,,other,UNIDENTIFIED,,ACTIVE,,,,,,40,LINCOLN SQUARE,41.973516,-87.703004,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
549,WILDWOOD,257,0257-03,Storage Shed,other,UTILITY STRUCTURE,,ACTIVE,2009,1,1152,CPD,,41,FOREST GLEN,42.008372,-87.779955,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
550,RIVER,186,0186-05,,other,UNIDENTIFIED,,ACTIVE,,,,,,40,LINCOLN SQUARE,41.973556,-87.70276,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
551,RIVER,186,0186-06,River Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1929,2,23760,CPD,5100 N FRANCISCO AVE,40,LINCOLN SQUARE,41.974008,-87.701964,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
552,ROBICHAUX (JOSEPH),320,0320-01,Robichaux Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1973,1,16745,CPD,9247 S EGGLESTON AVE,21,WASHINGTON HEIGHTS,41.725697,-87.634499,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
553,ROBINSON (JACKIE),236,0236-01,Rec Building,field_house,FIELDHOUSE D,D,ACTIVE,,1,2072,CPD,1021 W 106TH ST,34,WASHINGTON HEIGHTS,41.701204,-87.648586,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
554,ROGERS (PHILLIP),240,0240-01,Rogers Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1960,1,,CPD,7345 N WASHTENAW AVE,50,WEST RIDGE,42.013292,-87.695173,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
555,ROSEDALE,91,0091-01,Rosedale Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1934,2,11222,CPD,6312 W ROSEDALE AVE,45,NORWOOD PARK,41.988702,-87.785783,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
556,ROWAN (WILLIAM),248,0248-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,10,EAST SIDE,41.685761,-87.539752,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
557,ROWAN (WILLIAM),248,0248-02,Rowan Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1987,1,17435,CPD,11546 S AVENUE L,10,EAST SIDE,41.684952,-87.537371,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
558,RUSSELL (MARTIN) SQUARE,6,0006-01,Russell Square Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1969,1,21330,CPD,3045 E 83RD ST,10,SOUTH CHICAGO,41.744445,-87.549788,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
559,RUSSELL (MARTIN) SQUARE,6,0006-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,8333 S HOUSTON AVE,10,SOUTH CHICAGO,41.743798,-87.549927,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
560,RUTHERFORD SAYRE,127,0127-01,Rutherford Sayre Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1916,1,15562,CPD,6851 W BELDEN AVE,29,MONTCLARE,41.920758,-87.796977,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
561,SAUGANASH,195,0195-01,Sauganash Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1977,2,18745,CPD,5861 N KOSTNER AVE,39,FOREST GLEN,41.988016,-87.737076,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
562,SCHREIBER,1061,1061-01,Schreiber Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1950,1,990,CPD,1552 W SCHREIBER AVE,40,ROGERS PARK,41.999125,-87.67007,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
563,SCOTTSDALE,265,0265-01,Scottsdale Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1981,2,21825,CPD,4558 W 83RD PL,18,ASHBURN,41.74166,-87.736176,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
564,"SENKA (EDWARD ""DUKE"")",309,0309-01,Sandoval Elementary,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,1997,3,,BOE,5534 S ST LOUIS AVE,14,GAGE PARK,41.792996,-87.712328,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
565,"SENKA (EDWARD ""DUKE"")",309,0309-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,14,GAGE PARK,41.791552,-87.711657,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
566,SEWARD (WILLIAM),108,0108-01,Seward Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1908,2,27703,CPD,363 W ELM ST,27,NEAR NORTH SIDE,41.902678,-87.638164,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
567,SHABBONA,148,0148-01,North Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,38,DUNNING,41.944115,-87.799199,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
568,SHABBONA,148,0148-02,Shabbona Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1930,2,41790,CPD,6915 W ADDISON ST,38,DUNNING,41.94344,-87.7996,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
569,SHABBONA,148,0148-03,South Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,38,DUNNING,41.943923,-87.799191,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
570,SHEDD (JOHN G.),212,0212-01,Shedd Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1963,2,13612,CPD,3650 W 23RD ST,22,SOUTH LAWNDALE,41.850164,-87.717079,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
571,SHEIL (BERNARD) COMM. CTR.,398,0398-01,Sheil Community Center,field_house,FIELDHOUSE A3,A3,ACTIVE,1976,2,23000,CPD,3507 N SOUTHPORT AVE,44,LAKE VIEW,41.945727,-87.663617,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
572,SHERIDAN (PHILIP HENRY),205,0205-01,Sheridan Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1978,3,38640,CPD,900 S ABERDEEN ST,25,NEAR WEST SIDE,41.870503,-87.654692,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
573,SHERMAN (JOHN),7,0007-01,Sherman Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1905,2,19532,CPD,1301 W 52ND ST,20,NEW CITY,41.798432,-87.657421,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
574,SHERMAN (JOHN),7,0007-02,Sherman Park Library,other,LIBRARY,,ACTIVE,1937,1,,CITY,5440 S RACINE AVE,20,NEW CITY,41.794852,-87.655151,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
575,SHERMAN (JOHN),7,0007-03,Lifeguard Office,pool,POOL BUILDING,,ACTIVE,2006,1,14680,CPD,,20,NEW CITY,41.798956,-87.657423,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
576,SHERWOOD (JESSE),481,1014-01,Filter Building,pool,POOL BUILDING,,ACTIVE,2007,1,,CPD,,20,ENGLEWOOD,41.790494,-87.633224,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
577,SHERWOOD (JESSE),1014,1014-02,Sherwood Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1971,1,28485,CPD,5701 S SHIELDS AVE,20,ENGLEWOOD,41.790613,-87.633659,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
578,SIMONS (ALMIRA),124,0124-01,Simons Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1928,2,28640,CPD,1636 N DRAKE AVE,26,HUMBOLDT PARK,41.911142,-87.715403,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
579,SKINNER (MARK),211,0211-01,Skinner Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1957,1,1130,CPD,1330 W ADAMS ST,27,NEAR WEST SIDE,41.879959,-87.660855,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
580,SMITH (JOSEPH HIGGINS),1015,1015-01,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,26,WEST TOWN,41.891778,-87.689512,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
581,SMITH (JOSEPH HIGGINS),1015,1015-02,Bath House,pool,POOL BUILDING,,ACTIVE,,1,1105,CPD,2526 W GRAND AVE,26,WEST TOWN,41.89195,-87.689952,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
582,SMITH (JOSEPH HIGGINS),1015,1015-03,Ceramics Building,field_house,FIELDHOUSE D,D,ACTIVE,,1,,CPD,2550 W GRAND AVE,26,WEST TOWN,41.892309,-87.691201,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
583,SMITH (JOSEPH HIGGINS),1015,1015-04,Smith Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,,2,15575,CPD,2540 W GRAND AVE,26,WEST TOWN,41.892157,-87.690285,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
584,SMITH (WENDELL),272,0272-01,Smith Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1972,1,1765,CPD,9912 S PRINCETON AVE,9,ROSELAND,41.713905,-87.631217,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
585,SOUTH SHORE CULTL. CTR.,429,0429-01,South Shore Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,1972,1,,CPD,,5,SOUTH SHORE,41.768029,-87.561862,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
586,SOUTH SHORE CULTL. CTR.,429,0429-02,South Shore Gate House & Stables,other,HISTORIC,,ACTIVE,1906,,15100,CPD,7059 S SOUTH SHORE DR,5,SOUTH SHORE,41.766563,-87.564829,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
587,SOUTH SHORE CULTL. CTR.,429,0429-03,South Shore Cultural Center,field_house,FIELDHOUSE AA,AA,ACTIVE,1916,3,136014,CPD,7059 S SOUTH SHORE DR,5,SOUTH SHORE,41.768155,-87.563863,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
588,STANTON (EDWIN),109,0109-01,Stanton Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1964,1,24511,CPD,618 W SCOTT ST,27,NEAR NORTH SIDE,41.90552,-87.64416,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
589,STROHACKER (HOWARD),1016,1016-01,Strohacker Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1948,1,,CPD,4347 W 54TH ST,23,WEST ELSDON,41.794832,-87.732382,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
590,TAYLOR (ROBERT ROCHON),271,0271-01,Taylor Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1961,2,,CHA,37 W 47TH ST,3,GRAND BOULEVARD,41.808843,-87.62792,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
591,TAYLOR (ROBERT ROCHON),271,0271-02,Bath House,pool,POOL BUILDING,,ACTIVE,,1,,CHA,,3,GRAND BOULEVARD,41.807943,-87.62829,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
592,TAYLOR (ROBERT ROCHON),271,0271-03,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CHA,,3,GRAND BOULEVARD,41.807609,-87.628096,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
593,"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,1025-01,Taylor-Lauridsen Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,2009,1,18500,CPD,647 W ROOT ST,11,NEW CITY,41.818032,-87.643689,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
594,THROOP (AMOS GAGER),1159,1159-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,25,LOWER WEST SIDE,41.857395,-87.658616,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
595,TILTON (GEORGE),1064,1064-02,Marconi Elementary,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,,1,,BOE,230 N KOLMAR,28,WEST GARFIELD PARK,41.883999,-87.739542,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
596,TOUHY (PATRICK),246,0246-01,Recreation Building,field_house,FIELDHOUSE D,D,ACTIVE,,1,,CPD,7348 N PAULINA ST,49,ROGERS PARK,42.015273,-87.672979,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
597,"TOUHY-HERBERT (JOHN, VICTOR)",1065,1065-01,Touhy-Herbert Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1960,1,2615,CPD,2106 W ADAMS ST,27,NEAR WEST SIDE,41.878835,-87.679384,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
598,TRUMBULL (LYMAN),16,0016-01,Trumbull Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1915,2,35295,CPD,2400 E 105TH ST,7,SOUTH DEERING,41.705696,-87.564475,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
599,TRUMBULL (LYMAN),16,0016-02,Boiler House,other,UTILITY BUILDING,,ACTIVE,,1,3430,CPD,2400 E 105TH ST,7,SOUTH DEERING,41.704839,-87.564315,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
600,TULEY (MURRAY),18,0018-01,Tuley Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1925,2,36355,CPD,501 E 90TH PL,9,CHATHAM,41.730172,-87.611201,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
601,TULEY (MURRAY),18,0018-02,Boiler House,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,9040 S ST LAWRENCE AVE,9,CHATHAM,41.730159,-87.610104,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
602,TULEY (MURRAY),18,0018-03,Bath House,pool,POOL BUILDING,,ACTIVE,1997,1,,CPD,9036 S ST LAWRENCE AVE,9,CHATHAM,41.730344,-87.610121,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
603,TULEY (MURRAY),18,0018-04,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,9,CHATHAM,41.729933,-87.610623,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
604,UNION,210,0210-01,Locker/Gym Building,field_house,FIELDHOUSE B,B,ACTIVE,1917,1,,CPD,,27,NEAR WEST SIDE,41.885168,-87.666082,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
605,UNION,210,0210-02,Union Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1889,1,13915,CPD,1501 W RANDOLPH ST,27,NEAR WEST SIDE,41.884435,-87.664503,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
606,UNION,210,0210-03,Landscape Building,other,MAINTENANCE,,ACTIVE,,,,,1545 W LAKE ST,27,NEAR WEST SIDE,41.885053,-87.665546,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
607,UNITY,293,0293-01,Comfort Station,other,COMFORT STATION,,ACTIVE,2006,1,,CPD,2700 N KIMBALL AVE,35,LOGAN SQUARE,41.930291,-87.712676,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
608,VALLEY FORGE,371,0371-01,Valley Forge Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,2010,1,10560,CPD,7021 W 59TH ST,13,CLEARING,41.784604,-87.796067,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
609,VETERANS' MEMORIAL,1067,1067-01,Veterans' Memorial Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1953,1,,CPD,2820 E 98TH ST,10,SOUTH DEERING,41.717669,-87.555837,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
610,VITTUM (HARRIET ELIZABETH),233,0233-01,Vittum Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,,1,22760,CPD,5010 W 50TH ST,22,GARFIELD RIDGE,41.802451,-87.748215,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
611,VITTUM (HARRIET ELIZABETH),233,0233-02,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,5033 W 49TH ST,22,GARFIELD RIDGE,41.803661,-87.748836,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
612,WARREN (LAURENCE),428,0428-01,Warren Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1970,1,28390,CPD,6621 N WESTERN AVE,50,WEST RIDGE,42.002213,-87.68893,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
613,WARREN (LAURENCE),428,0428-02,Ice Rink Warming Hut,other,OTHER,,ACTIVE,2006,1,,CPD,6513 N WESTERN AVE,50,WEST RIDGE,42.002005,-87.688155,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
614,WARREN (LAURENCE),428,0428-03,,other,MAINTENANCE,,ACTIVE,,1,,CPD,2045 W PRATT BLVD,50,WEST RIDGE,42.004876,-87.681716,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
615,WARREN (LAURENCE),428,0428-04,Golf Starters Building,other,GOLF BUILDING,,ACTIVE,1978,1,,CPD,,50,WEST RIDGE,42.004814,-87.68271,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
616,WARREN (LAURENCE),428,0428-05,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,1000,CPD,,50,WEST RIDGE,42.00019,-87.689385,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
617,WARREN (LAURENCE),428,0428-06,5th Hole Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,50,WEST RIDGE,42.003451,-87.684393,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
618,WARREN (LAURENCE),428,0428-08,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,50,WEST RIDGE,42.004826,-87.685985,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
619,WARREN (LAURENCE),428,0428-07,1st Hole Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,50,WEST RIDGE,42.004479,-87.681801,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
620,WASHINGTON (GEORGE),21,0021-01,Southeast Comfort Station,other,COMFORT STATION,,ACTIVE,1904,1,,CPD,,20,WASHINGTON PARK,41.790542,-87.60832,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
621,WASHINGTON (GEORGE),21,0021-02,Washington Park Refectory,other,HISTORIC,,ACTIVE,1891,2,2880,CPD,5531 S Russell Dr,20,WASHINGTON PARK,41.793021,-87.614218,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
622,WASHINGTON (GEORGE),21,0021-03,Washington Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1955,1,57439,CPD,5531 S DR MARTIN LUTHER KING JR DR,20,WASHINGTON PARK,41.793469,-87.615262,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
623,WASHINGTON (GEORGE),21,0021-04,General Jones Armory,other,ARMORY,,ACTIVE,,3,,STATE,5324 S COTTAGE GROVE AVE,4,WASHINGTON PARK,41.799317,-87.607015,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
624,WASHINGTON (GEORGE),21,0021-05,Roundhouse,other,HISTORIC,,ACTIVE,1880,1,,CPD,5730 S COTTAGE GROVE AVE,20,WASHINGTON PARK,41.790596,-87.606879,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
625,WASHINGTON (GEORGE),21,0021-06,Trades Yard,other,MAINTENANCE,,ACTIVE,,,,"CPD
CPD",5758 S COTTAGE GROVE AVE,20,WASHINGTON PARK,41.789599,-87.606767,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
626,WASHINGTON (GEORGE),21,0021-07,DuSable Museum of African-American History,museum,MUSEUM,,ACTIVE,1915,2,,CPD,740 E ADMINISTRATION DR,20,WASHINGTON PARK,41.792056,-87.607282,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
627,WASHINGTON (GEORGE),21,0021-08,Washington Trades Yard,other,MAINTENANCE,,ACTIVE,,,83000,CPD,5800 S COTTAGE GROVE AVE,20,WASHINGTON PARK,41.788677,-87.606715,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
628,WASHINGTON (GEORGE),21,0021-09,The Chalet,other,HISTORIC,,INACTIVE,1930,1,,CPD,,4,WASHINGTON PARK,41.797701,-87.607199,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
629,WASHINGTON (GEORGE),21,0021-10,55th & Payne Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,20,WASHINGTON PARK,41.794702,-87.608185,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
630,WASHINGTON (GEORGE),21,0021-11,Trades Garage,other,MAINTENANCE,,ACTIVE,,,,CPD,5758 S COTTAGE GROVE AVE,20,WASHINGTON PARK,41.789751,-87.606496,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
631,WASHINGTON (GEORGE),21,0021-12,Power House,other,UTILITY STRUCTURE,,ACTIVE,1907,1,,CPD,5746 S COTTAGE GROVE AVE,20,WASHINGTON PARK,41.790052,-87.606507,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
632,WASHINGTON (GEORGE),21,0021-13,Bleachers,pool,POOL BUILDING,,ACTIVE,1995,,,CPD,,20,WASHINGTON PARK,41.792664,-87.614944,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
633,WASHTENAW,1070,1070-01,Washtenaw Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1936,1,1041,CPD,2521 S WASHTENAW AVE,24,SOUTH LAWNDALE,41.845862,-87.69264,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
634,WELLES (GIDEON),110,0110-01,Welles Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1959,1,15000,CPD,2333 W SUNNYSIDE AVE,47,LINCOLN SQUARE,41.96284,-87.6864,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
635,WELLES (GIDEON),110,0110-02,Landscape Building,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,47,LINCOLN SQUARE,41.961704,-87.686848,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
636,WELLES (GIDEON),110,0110-03,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,47,LINCOLN SQUARE,41.96235,-87.687115,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
