objectid,park,cpd_bldg_name,match_quality,bldg_lat,bldg_lon,offset_m,edge_m,bldg_id,bldg_address,bldg_name,bldg_stories,footprint_area_sqft,candidates_in_range,provenance,source
530,PULASKI (CASIMER),Shelter,containing,41.905473,-87.662961,0.3,0,317799,,,0,491.4,152,sourced,socrata_syp8-uezg@2026-09-14
531,RAINBOW BEACH,Rainbow Beach Fieldhouse,containing,41.757911,-87.548196,6.1,0,838137,,,0,17031.2,3,sourced,socrata_syp8-uezg@2026-09-14
532,RAINBOW BEACH,,containing,41.759209,-87.554427,10.7,0,591652,,RAINBOW BEACH,0,8754.6,23,sourced,socrata_syp8-uezg@2026-09-14
533,RAINBOW BEACH,Rainbow Beach Beach House,containing,41.75835,-87.549425,1.5,0,838136,,,0,7278.4,2,sourced,socrata_syp8-uezg@2026-09-14
534,RAINBOW BEACH,,containing,41.758855,-87.552347,0.4,0,593347,,,0,211.4,13,sourced,socrata_syp8-uezg@2026-09-14
535,REVERE (PAUL),Boys and Girls Club,address_exact,41.953659,-87.691171,11.9,0,153685,2501 W IRVING PARK RD,,1,11795,114,sourced,socrata_syp8-uezg@2026-09-14
536,REVERE (PAUL),Revere Park Fieldhouse,address_exact,41.953642,-87.692059,1.2,0,153857,2509 W IRVING PARK RD,,0,8190.4,78,sourced,socrata_syp8-uezg@2026-09-14
537,RIDGE,,containing,41.71825,-87.667605,0.3,0,707446,,,0,313.8,77,sourced,socrata_syp8-uezg@2026-09-14
538,RIDGE,Ridge Park Ceramics Building,address_exact,41.716708,-87.668292,0.6,0,710728,9625 S LONGWOOD DR,RIDGE PARK,1,2152.6,79,sourced,socrata_syp8-uezg@2026-09-14
539,RIDGE,Ridge Park Fieldhouse,address_exact,41.718726,-87.667731,17.6,0,705907,9625 S LONGWOOD DR,RIDGE PARK,2,21380.1,75,sourced,socrata_syp8-uezg@2026-09-14
540,RIIS (JACOB),Riis Park Fieldhouse,address_exact,41.92411,-87.778537,8.7,0,266648,6100 W FULLERTON AVE,RIIS PARK,0,9928.1,121,sourced,socrata_syp8-uezg@2026-09-14
541,RIIS (JACOB),Comfort Station,containing,41.926508,-87.781562,3.8,0,260477,,,0,2584.6,23,sourced,socrata_syp8-uezg@2026-09-14
543,RIIS (JACOB),Bath House,address_exact,41.924237,-87.779742,14.5,0,266857,6136-6146 W FULLERTON AVE,,0,5459,89,sourced,socrata_syp8-uezg@2026-09-14
544,RIIS (JACOB),Pergola,address_exact,41.924828,-87.779368,7.3,0,265474,6100 W FULLERTON AVE,RIIS PARK,0,1957.4,45,sourced,socrata_syp8-uezg@2026-09-14
545,RIIS (JACOB),Service Yard,address_exact,41.92412,-87.782971,10.5,0,267150,6300-6310 W FULLERTON AVE,,0,3954.5,72,sourced,socrata_syp8-uezg@2026-09-14
546,RIVER,Bath House,containing,41.974177,-87.702431,3.2,0,83332,,RIVER PARK,0,3301.6,25,sourced,socrata_syp8-uezg@2026-09-14
547,RIVER,Filter Building,containing,41.973736,-87.702742,0.1,0,85005,,,0,650.9,19,sourced,socrata_syp8-uezg@2026-09-14
548,RIVER,,containing,41.973514,-87.703003,0.2,0,85849,,,0,134.5,14,sourced,socrata_syp8-uezg@2026-09-14
549,WILDWOOD,Storage Shed,largest_nearby,42.009009,-87.779858,71.2,53.9,11157,7057 N MC ALPIN AVE,,1,3109.9,54,sourced,socrata_syp8-uezg@2026-09-14
550,RIVER,,containing,41.973551,-87.70276,0.6,0,85604,,RIVER PARK,0,992.2,18,sourced,socrata_syp8-uezg@2026-09-14
551,RIVER,River Park Fieldhouse,address_exact,41.973975,-87.701962,3.7,0,83347,5100 N FRANCISCO AVE,,0,9737.4,44,sourced,socrata_syp8-uezg@2026-09-14
552,ROBICHAUX (JOSEPH),Robichaux Park Fieldhouse,address_exact,41.725666,-87.634499,3.4,0,692245,9247 S EGGLESTON AVE,ROBICHAUX PARK,1,17127,94,sourced,socrata_syp8-uezg@2026-09-14
553,ROBINSON (JACKIE),Rec Building,address_exact,41.701197,-87.648617,2.7,0,746537,1021 W 106TH ST,,1,2170.4,51,sourced,socrata_syp8-uezg@2026-09-14
554,ROGERS (PHILLIP),Rogers Park Fieldhouse,largest_nearby,42.012486,-87.695887,107.4,85.5,6918,2614-2620 W TOUHY AVE,,0,10006.9,37,sourced,socrata_syp8-uezg@2026-09-14
555,ROSEDALE,Rosedale Park Fieldhouse,address_exact,41.988702,-87.785821,3.2,0,46063,6312-6314 W ROSEDALE AVE,,2,7118.6,228,sourced,socrata_syp8-uezg@2026-09-14
556,ROWAN (WILLIAM),,containing,41.685759,-87.539752,0.2,0,779804,,,0,246,3,sourced,socrata_syp8-uezg@2026-09-14
557,ROWAN (WILLIAM),Rowan Park Fieldhouse,address_exact,41.684928,-87.537357,2.9,0,781069,11546 S AVENUE L,,1,17186.4,105,sourced,socrata_syp8-uezg@2026-09-14
558,RUSSELL (MARTIN) SQUARE,Russell Square Fieldhouse,address_exact,41.744422,-87.549843,5.2,0,636476,3045 E 83RD ST,RUSSELL SQUARE PARK,0,21080.8,120,sourced,socrata_syp8-uezg@2026-09-14
559,RUSSELL (MARTIN) SQUARE,Shelter,address_exact,41.743794,-87.549927,0.4,0,639431,8333 S HOUSTON AVE,,0,624.9,78,sourced,socrata_syp8-uezg@2026-09-14
560,RUTHERFORD SAYRE,Rutherford Sayre Fieldhouse,address_exact,41.920788,-87.796979,3.3,0,277625,6851-6855 W BELDEN AVE,,1,7874.9,45,sourced,socrata_syp8-uezg@2026-09-14
561,SAUGANASH,Sauganash Park Fieldhouse,address_exact,41.988001,-87.73707,1.8,0,47039,5861 N KOSTNER AVE,SAUGANASH PARK,2,16303,82,sourced,socrata_syp8-uezg@2026-09-14
562,SCHREIBER,Schreiber Park Fieldhouse,containing,41.999119,-87.670088,1.6,0,22994,,SCHREIBER PARK,0,1370.6,68,sourced,socrata_syp8-uezg@2026-09-14
563,SCOTTSDALE,Scottsdale Park Fieldhouse,address_exact,41.741643,-87.736168,2,0,651386,4558 W 83RD PL,,2,10497,174,sourced,socrata_syp8-uezg@2026-09-14
564,"SENKA (EDWARD ""DUKE"")",Sandoval Elementary,address_exact,41.793014,-87.711947,31.7,0,488106,5534 S ST LOUIS AVE,SANDOVAL SCHOOL,3,51995.6,38,sourced,socrata_syp8-uezg@2026-09-14
565,"SENKA (EDWARD ""DUKE"")",Shelter,largest_nearby,41.793014,-87.711947,164.2,96.9,488106,5534 S ST LOUIS AVE,SANDOVAL SCHOOL,3,51995.6,71,sourced,socrata_syp8-uezg@2026-09-14
566,SEWARD (WILLIAM),Seward Park Fieldhouse,address_exact,41.902669,-87.637987,14.7,0,323248,363-375 W ELM ST,,2,16936,18,sourced,socrata_syp8-uezg@2026-09-14
567,SHABBONA,North Shelter,containing,41.944113,-87.799199,0.3,0,193323,,,0,584.1,110,sourced,socrata_syp8-uezg@2026-09-14
568,SHABBONA,Shabbona Park Fieldhouse,address_exact,41.943347,-87.799568,10.7,0,194000,6915 W ADDISON ST,,2,24944.2,67,sourced,socrata_syp8-uezg@2026-09-14
569,SHABBONA,South Shelter,containing,41.943921,-87.799192,0.3,0,194135,,,0,577.1,110,sourced,socrata_syp8-uezg@2026-09-14
570,SHEDD (JOHN G.),Shedd Park Fieldhouse,address_exact,41.850238,-87.717095,8.3,0,389693,3650 W 23RD ST,,2,6798.1,81,sourced,socrata_syp8-uezg@2026-09-14
571,SHEIL (BERNARD) COMM. CTR.,Sheil Community Center,address_exact,41.94571,-87.663612,1.9,0,183265,3507 N SOUTHPORT AVE,,2,13842.4,192,sourced,socrata_syp8-uezg@2026-09-14
572,SHERIDAN (PHILIP HENRY),Sheridan Park Fieldhouse,address_exact,41.870488,-87.654682,1.9,0,368709,900-910 S ABERDEEN ST,,3,11755.8,176,sourced,socrata_syp8-uezg@2026-09-14
573,SHERMAN (JOHN),Sherman Park Fieldhouse,address_exact,41.798427,-87.657416,0.7,0,468565,1301 W 52ND ST,,0,11824.1,8,sourced,socrata_syp8-uezg@2026-09-14
574,SHERMAN (JOHN),Sherman Park Library,address_exact,41.794873,-87.655139,2.6,0,481435,5440 S RACINE AVE,SHERMAN PARK,0,5671.4,50,sourced,socrata_syp8-uezg@2026-09-14
575,SHERMAN (JOHN),Lifeguard Office,containing,41.799188,-87.658023,56.1,0,869357,,,0,22422.5,18,sourced,socrata_syp8-uezg@2026-09-14
576,SHERWOOD (JESSE),Filter Building,containing,41.790493,-87.633225,0.2,0,495614,,,0,151,95,sourced,socrata_syp8-uezg@2026-09-14
577,SHERWOOD (JESSE),Sherwood Park Fieldhouse,address_exact,41.790585,-87.63366,3.1,0,494625,5701-5705 S SHIELDS AVE,,1,17445.8,96,sourced,socrata_syp8-uezg@2026-09-14
578,SIMONS (ALMIRA),Simons Park Fieldhouse,address_exact,41.911145,-87.715271,10.9,0,303887,1636 N DRAKE AVE,,2,9151,133,sourced,socrata_syp8-uezg@2026-09-14
579,SKINNER (MARK),Skinner Park Fieldhouse,address_exact,41.879953,-87.660855,0.7,0,358403,1330 W ADAMS ST,,1,1380.1,37,sourced,socrata_syp8-uezg@2026-09-14
580,SMITH (JOSEPH HIGGINS),Filter Building,containing,41.891776,-87.689512,0.2,0,347846,,,0,667.6,51,sourced,socrata_syp8-uezg@2026-09-14
581,SMITH (JOSEPH HIGGINS),Bath House,address_exact,41.891942,-87.689952,0.9,0,347450,2526 W GRAND AVE,,0,1333.2,43,sourced,socrata_syp8-uezg@2026-09-14
582,SMITH (JOSEPH HIGGINS),Ceramics Building,address_exact,41.892299,-87.691186,1.6,0,346809,2550 W GRAND AVE,,0,2062,22,sourced,socrata_syp8-uezg@2026-09-14
583,SMITH (JOSEPH HIGGINS),Smith Park Fieldhouse,address_exact,41.892139,-87.690284,2.1,0,346963,2540 W GRAND AVE,,0,10339.2,32,sourced,socrata_syp8-uezg@2026-09-14
584,SMITH (WENDELL),Smith Park Fieldhouse,address_exact,41.713897,-87.631217,0.9,0,715502,9912 S PRINCETON AVE,,1,1701.9,124,sourced,socrata_syp8-uezg@2026-09-14
585,SOUTH SHORE CULTL. CTR.,South Shore Beach House,containing,41.768017,-87.561861,1.3,0,567398,,SOUTH SHORE CULTURAL CENTER,0,3748.4,2,sourced,socrata_syp8-uezg@2026-09-14
586,SOUTH SHORE CULTL. CTR.,South Shore Gate House & Stables,address_exact,41.766546,-87.564856,2.9,0,570210,7059 S SOUTH SHORE DR,SOUTH SHORE CULTURAL CENTER,0,36847.9,14,sourced,socrata_syp8-uezg@2026-09-14
587,SOUTH SHORE CULTL. CTR.,South Shore Cultural Center,address_exact,41.768282,-87.563881,14.1,0,565826,7059 S SOUTH SHORE DR,SOUTH SHORE CULTURAL CENTER,0,70057.2,4,sourced,socrata_syp8-uezg@2026-09-14
588,STANTON (EDWIN),Stanton Park Fieldhouse,address_exact,41.905282,-87.644591,44.4,0,317305,618-640 W SCOTT ST,,0,40210.1,8,sourced,socrata_syp8-uezg@2026-09-14
589,STROHACKER (HOWARD),Strohacker Park Fieldhouse,address_exact,41.794828,-87.732415,2.8,0,483204,4347 W 54TH ST,,1,1062,214,sourced,socrata_syp8-uezg@2026-09-14
590,TAYLOR (ROBERT ROCHON),Taylor Fieldhouse,address_exact,41.808811,-87.628147,19.2,0,444583,37-41 W 47TH ST,,2,30248.1,7,sourced,socrata_syp8-uezg@2026-09-14
591,TAYLOR (ROBERT ROCHON),Bath House,containing,41.807942,-87.62829,0.1,0,447014,,,0,1357.8,9,sourced,socrata_syp8-uezg@2026-09-14
592,TAYLOR (ROBERT ROCHON),Filter Building,containing,41.807602,-87.628096,0.8,0,447638,,,0,653.5,9,sourced,socrata_syp8-uezg@2026-09-14
593,"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen Fieldhouse,largest_nearby,41.818666,-87.644223,83.3,55.7,878200,725 W ROOT ST,,0,17343.3,124,sourced,socrata_syp8-uezg@2026-09-14
594,THROOP (AMOS GAGER),Shelter,containing,41.857391,-87.658616,0.4,0,378786,,,0,283.5,226,sourced,socrata_syp8-uezg@2026-09-14
595,TILTON (GEORGE),Marconi Elementary,address_exact,41.88423,-87.739559,25.7,0,354970,224-230 N KOLMAR AVE,,3,22045.8,81,sourced,socrata_syp8-uezg@2026-09-14
596,TOUHY (PATRICK),Recreation Building,address_exact,42.015263,-87.672999,2,0,3916,7348 N PAULINA ST,,1,3644.6,74,sourced,socrata_syp8-uezg@2026-09-14
597,"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert Fieldhouse,address_exact,41.87883,-87.679384,0.6,0,359679,2106 W ADAMS ST,,1,1151.2,47,sourced,socrata_syp8-uezg@2026-09-14
598,TRUMBULL (LYMAN),Trumbull Park Fieldhouse,address_exact,41.705687,-87.564495,1.9,0,733179,2400 E 105TH ST,Trumbull Park,0,25493,47,sourced,socrata_syp8-uezg@2026-09-14
599,TRUMBULL (LYMAN),Boiler House,address_exact,41.704832,-87.564314,0.8,0,735310,2400 E 105TH ST,Trumbull Park,0,3277,65,sourced,socrata_syp8-uezg@2026-09-14
600,TULEY (MURRAY),Tuley Park Fieldhouse,address_exact,41.730101,-87.611199,7.9,0,681938,501 E 90TH PL,TULEY PARK,0,25055.6,75,sourced,socrata_syp8-uezg@2026-09-14
601,TULEY (MURRAY),Boiler House,address_exact,41.730149,-87.610103,1.2,0,682366,9040 S ST LAWRENCE AVE,,0,2917,136,sourced,socrata_syp8-uezg@2026-09-14
602,TULEY (MURRAY),Bath House,address_exact,41.730285,-87.610119,6.6,0,682029,9036 S ST LAWRENCE AVE,,0,1486.9,132,sourced,socrata_syp8-uezg@2026-09-14
603,TULEY (MURRAY),Filter Building,containing,41.729932,-87.610622,0.1,0,682838,,,0,507.1,104,sourced,socrata_syp8-uezg@2026-09-14
604,UNION,Locker/Gym Building,containing,41.885138,-87.666071,3.4,0,353808,1545 W LAKE ST,,0,11590.1,23,sourced,socrata_syp8-uezg@2026-09-14
605,UNION,Union Park Fieldhouse,containing,41.884312,-87.664541,14,0,354472,,,0,6422.4,16,sourced,socrata_syp8-uezg@2026-09-14
606,UNION,Landscape Building,address_exact,41.885013,-87.66554,4.5,0,353888,1545 W LAKE ST,,0,1539.8,25,sourced,socrata_syp8-uezg@2026-09-14
607,UNITY,Comfort Station,address_exact,41.930292,-87.712697,1.8,0,849801,2700 N KIMBALL AVE,,0,1199.2,202,sourced,socrata_syp8-uezg@2026-09-14
608,VALLEY FORGE,Valley Forge Fieldhouse,containing,41.784514,-87.796197,14.7,0,892817,7001 W 59TH ST,Valley Forge Field House,0,12171.6,98,sourced,socrata_syp8-uezg@2026-09-14
609,VETERANS' MEMORIAL,Veterans' Memorial Fieldhouse,address_exact,41.717662,-87.555837,0.7,0,707093,2820 E 98TH ST,,1,1927.5,161,sourced,socrata_syp8-uezg@2026-09-14
610,VITTUM (HARRIET ELIZABETH),Vittum Park Fieldhouse,address_exact,41.802432,-87.748215,2.2,0,459361,5010 W 50TH ST,,0,10283.1,93,sourced,socrata_syp8-uezg@2026-09-14
611,VITTUM (HARRIET ELIZABETH),Comfort Station,address_exact,41.803655,-87.748836,0.7,0,456895,5033 W 49TH ST,,0,1272.1,116,sourced,socrata_syp8-uezg@2026-09-14
612,WARREN (LAURENCE),Warren Park Fieldhouse,address_exact,42.002206,-87.68913,16.6,0,18595,6621 N WESTERN AVE,WAARREN PARK,1,26841.2,20,sourced,socrata_syp8-uezg@2026-09-14
613,WARREN (LAURENCE),Ice Rink Warming Hut,address_exact,42.002008,-87.68816,0.6,0,842079,6513 N WESTERN AVE,,0,2953.4,2,sourced,socrata_syp8-uezg@2026-09-14
614,WARREN (LAURENCE),,address_exact,42.004887,-87.681718,1.3,0,15608,2045 W PRATT BLVD,,1,6510.5,46,sourced,socrata_syp8-uezg@2026-09-14
615,WARREN (LAURENCE),Golf Starters Building,containing,42.004808,-87.682714,0.8,0,15731,,,0,344.5,40,sourced,socrata_syp8-uezg@2026-09-14
616,WARREN (LAURENCE),Comfort Station,containing,42.000204,-87.689377,1.7,0,21383,,WARREN PARK,1,1824.9,62,sourced,socrata_syp8-uezg@2026-09-14
617,WARREN (LAURENCE),5th Hole Shelter,containing,42.003445,-87.684396,0.8,0,17214,,,0,344.6,1,sourced,socrata_syp8-uezg@2026-09-14
618,WARREN (LAURENCE),,containing,42.004823,-87.685984,0.3,0,15766,,,0,195.1,36,sourced,socrata_syp8-uezg@2026-09-14
619,WARREN (LAURENCE),1st Hole Shelter,containing,42.004486,-87.681802,0.8,0,16016,,,0,370.2,41,sourced,socrata_syp8-uezg@2026-09-14
620,WASHINGTON (GEORGE),Southeast Comfort Station,containing,41.790531,-87.60832,1.2,0,494758,,,0,446,6,sourced,socrata_syp8-uezg@2026-09-14
621,WASHINGTON (GEORGE),Washington Park Refectory,containing,41.793074,-87.614337,11.5,0,486146,,,0,11892.8,6,sourced,socrata_syp8-uezg@2026-09-14
622,WASHINGTON (GEORGE),Washington Park Fieldhouse,address_exact,41.79354,-87.615295,8.3,0,484550,5531 S DR MARTIN LUTHER KING JR DR,,0,28466.5,22,sourced,socrata_syp8-uezg@2026-09-14
623,WASHINGTON (GEORGE),General Jones Armory,address_exact,41.798763,-87.607024,61.5,0,462829,5324 S COTTAGE GROVE AVE,,0,153034.6,3,sourced,socrata_syp8-uezg@2026-09-14
624,WASHINGTON (GEORGE),Roundhouse,address_exact,41.790736,-87.606886,15.6,0,493343,5730 S COTTAGE GROVE AVE,,0,46131.6,11,sourced,socrata_syp8-uezg@2026-09-14
625,WASHINGTON (GEORGE),Trades Yard,address_exact,41.789594,-87.606812,3.8,0,498058,5758 S COTTAGE GROVE AVE,,0,1164.4,6,sourced,socrata_syp8-uezg@2026-09-14
626,WASHINGTON (GEORGE),DuSable Museum of African-American History,address_exact,41.791736,-87.606998,42.7,0,489429,740 E ADMINISTRATION DR,DU SABLE MUSEUM OF AFRICAN AMERICAN HISTORY,0,29451.1,7,sourced,socrata_syp8-uezg@2026-09-14
627,WASHINGTON (GEORGE),Washington Trades Yard,address_exact,41.787881,-87.606708,88.5,0,498738,5800-5858 S COTTAGE GROVE AVE,,0,71781.8,6,sourced,socrata_syp8-uezg@2026-09-14
628,WASHINGTON (GEORGE),The Chalet,containing,41.797691,-87.607199,1.1,0,470422,,,0,860,6,sourced,socrata_syp8-uezg@2026-09-14
629,WASHINGTON (GEORGE),55th & Payne Comfort Station,containing,41.794694,-87.608194,1.1,0,481259,,,0,877.5,2,sourced,socrata_syp8-uezg@2026-09-14
630,WASHINGTON (GEORGE),Trades Garage,address_exact,41.78973,-87.606496,2.3,0,497200,5758 S COTTAGE GROVE AVE,,0,11743.6,6,sourced,socrata_syp8-uezg@2026-09-14
631,WASHINGTON (GEORGE),Power House,address_exact,41.790034,-87.60657,5.6,0,496412,5746 S COTTAGE GROVE AVE,,0,6815.6,8,sourced,socrata_syp8-uezg@2026-09-14
632,WASHINGTON (GEORGE),Bleachers,containing,41.79259,-87.614996,9.3,0,486796,,,0,8587.6,20,sourced,socrata_syp8-uezg@2026-09-14
633,WASHTENAW,Washtenaw Park Fieldhouse,address_exact,41.845855,-87.69264,0.8,0,395327,2521 S WASHTENAW AVE,,1,1326,86,sourced,socrata_syp8-uezg@2026-09-14
634,WELLES (GIDEON),Welles Park Fieldhouse,address_exact,41.962774,-87.686463,9,0,122305,2333 W SUNNYSIDE AVE,,1,28324,52,sourced,socrata_syp8-uezg@2026-09-14
635,WELLES (GIDEON),Landscape Building,containing,41.961701,-87.686848,0.3,0,126943,,,0,405.5,86,sourced,socrata_syp8-uezg@2026-09-14
636,WELLES (GIDEON),Shelter,largest_nearby,41.962774,-87.686463,71.7,33.7,122305,2333 W SUNNYSIDE AVE,,1,28324,47,sourced,socrata_syp8-uezg@2026-09-14
637,WENTWORTH (JOHN),,containing,41.78886,-87.781369,0.6,0,503921,,,0,625.5,85,sourced,socrata_syp8-uezg@2026-09-14
638,WENTWORTH (JOHN) GARDENS,Filter Building,containing,41.825098,-87.631691,0.1,0,423619,,,0,80.5,26,sourced,socrata_syp8-uezg@2026-09-14
639,WENTWORTH (JOHN) GARDENS,Wentworth Gardens Fieldhouse,address_exact,41.825744,-87.631844,21.8,0,423044,3802 S WENTWORTH AVE,,0,12492.2,23,sourced,socrata_syp8-uezg@2026-09-14
640,WEST CHATHAM,West Chatham Fieldhouse,address_exact,41.744734,-87.631439,1.8,0,637473,8223 S PRINCETON AVE,WEST CHATHAM PARK,1,3060.6,49,sourced,socrata_syp8-uezg@2026-09-14
641,WEST CHATHAM,Shelter,largest_nearby,41.743912,-87.63118,135.5,69.2,638724,8223-8233 S PRINCETON AVE,,0,75188.9,82,sourced,socrata_syp8-uezg@2026-09-14
642,WEST CHATHAM,Filter Building,largest_nearby,41.743912,-87.63118,114.1,48.2,638724,8223-8233 S PRINCETON AVE,,0,75188.9,73,sourced,socrata_syp8-uezg@2026-09-14
643,WEST LAWN,Trades Building (Former Auto Repair Classroom),address_exact,41.773157,-87.728718,0.7,0,556845,4213 W 66TH ST,,0,2007.2,107,sourced,socrata_syp8-uezg@2026-09-14
644,WEST LAWN,Storage Building,containing,41.773135,-87.729593,0.5,0,556958,,,0,607.1,131,sourced,socrata_syp8-uezg@2026-09-14
645,WEST LAWN,West Lawn Fieldhouse,address_exact,41.774484,-87.728844,0.3,0,552300,4235 W 65TH ST,,0,21170.2,142,sourced,socrata_syp8-uezg@2026-09-14
646,GRANT (ULYSSES),Maggie Daley Park,address_exact,41.883897,-87.61939,26.4,0,886463,337 E RANDOLPH ST,DALEY BICENTENNIAL PLAZA FIELD HOUSE,0,14387.2,4,sourced,socrata_syp8-uezg@2026-09-14
647,RIVER,River Park Boathouse,address_exact,41.972424,-87.704535,6.4,0,843807,3000 W ARGYLE ST,,0,2209.3,30,sourced,socrata_syp8-uezg@2026-09-14
648,GRAND CROSSING,Boiler House,containing,41.75654,-87.60061,1.4,0,598034,7655 S INGLESIDE AVE,GRAND CROSSING PARK BOILER ROOM,0,3204.8,91,sourced,socrata_syp8-uezg@2026-09-14
649,WEST PULLMAN,West Pullman Fieldhouse,address_exact,41.670002,-87.632428,29.1,0,798543,401 W 123RD ST,,1,33488.2,43,sourced,socrata_syp8-uezg@2026-09-14
650,"WICKER (CHARLES, JOEL)",Wicker Park Fieldhouse,address_exact,41.90802,-87.676737,2.7,0,311781,1425 N DAMEN AVE,,1,10338.5,56,sourced,socrata_syp8-uezg@2026-09-14
651,WILDWOOD,Wildwood Park Fieldhouse,containing,42.008167,-87.779733,1.7,0,12294,,WILDWOOD PARK,0,1227.8,48,sourced,socrata_syp8-uezg@2026-09-14
652,WILLIAMS (DANIEL HALE),Williams Park Fieldhouse,containing,41.842729,-87.627603,0.7,0,399041,,PARK FIELD HOUSE,0,1367,7,sourced,socrata_syp8-uezg@2026-09-14
653,WILSON (FRANK),Wilson Park Fieldhouse,address_exact,41.964494,-87.758597,1.2,0,117991,4630-4636 N MILWAUKEE AVE,,2,4548.4,61,sourced,socrata_syp8-uezg@2026-09-14
654,WILSON (JOHN),Wilson Park Fieldhouse,address_exact,41.831713,-87.654505,0.9,0,416847,1122 W 34TH PL,,1,2806.5,154,sourced,socrata_syp8-uezg@2026-09-14
655,WILSON (JOHN) COMM. CTR.,Wilson Community Center,address_exact,41.835355,-87.6556,1,0,411796,3223-3225 S RACINE AVE,,1,6068.1,290,sourced,socrata_syp8-uezg@2026-09-14
656,WOLFE (RICHARD),Wolfe Park Fieldhouse,address_exact,41.698965,-87.543171,0.4,0,750751,3325 E 108TH ST,,1,2549.2,164,sourced,socrata_syp8-uezg@2026-09-14
657,WOODHULL (ROSS),Woodhull Park Fieldhouse,address_exact,41.761982,-87.583757,2.1,0,583412,7300 S EAST END AVE,WOODHULL PARK,0,2349.1,90,sourced,socrata_syp8-uezg@2026-09-14
658,WRIGHTWOOD,Toilet Building,containing,41.928302,-87.666061,0.1,0,253066,,,0,105,165,sourced,socrata_syp8-uezg@2026-09-14
659,WRIGHTWOOD,Wrightwood Park Fieldhouse,address_exact,41.928212,-87.666751,1.3,0,253107,2534 N GREENVIEW AVE,,1,2806.5,127,sourced,socrata_syp8-uezg@2026-09-14
660,CARVER (GEORGE WASHINGTON),Carver Park Fieldhouse,address_exact,41.655635,-87.59915,92,0,807510,939-951 E 132ND ST,,1,49283,13,sourced,socrata_syp8-uezg@2026-09-14
661,DAVIS (DR. NATHAN) SQUARE,Power House,containing,41.812861,-87.666516,3.5,0,436465,4430 S MARSHFIELD AVE,,0,7083.1,99,sourced,socrata_syp8-uezg@2026-09-14
662,JENSEN (CHRIST),Haugan Middle School,containing,41.966243,-87.721166,17.8,0,844484,3729 W LELAND AVE,ASPIRA-HAUGAN SCHOOL,0,51571.4,131,sourced,socrata_syp8-uezg@2026-09-14
663,NICHOLS (JOHN FOUNTAIN),Murray School,containing,41.799004,-87.592896,64.2,0,465877,5335 S KENWOOD AVE,MURRAY ELEMENTARY MAGNET SCHOOL,2,31887.2,71,sourced,socrata_syp8-uezg@2026-09-14
664,ORR (REZIN),Orr High School,containing,41.894975,-87.72707,25.9,0,342004,750 N PULASKI RD,,0,32879.5,39,sourced,socrata_syp8-uezg@2026-09-14
665,WHITE (EDWARD),Edward White Elementary,address_exact,41.672683,-87.650562,50.7,0,796423,1120-1136 W 122ND ST,,1,28277.5,69,sourced,socrata_syp8-uezg@2026-09-14
666,TOM (PING) MEML.,Ping Tom Boathouse,largest_nearby,41.857316,-87.636179,177.2,124.4,836688,1801-1811 S LUMBER ST,,10,48938.6,14,sourced,socrata_syp8-uezg@2026-09-14
669,MIDWAY PLAISANCE,Ice Rink Warming Hut,largest_nearby,41.787993,-87.59998,141.1,99.7,884585,1116 E 59TH ST,HARPER LIBRARY,0,18129,5,sourced,socrata_syp8-uezg@2026-09-14
670,NORTHERLY ISLAND,Huntington Bank Pavilion at Northerly Island,largest_nearby,41.862396,-87.609517,149.8,137.6,374665,1500 S LYNN WHITE DR,BURNHAM PARK YACHT CLUB,0,6847,3,sourced,socrata_syp8-uezg@2026-09-14
671,NORTHERLY ISLAND,Tent on Lakefront Lawn,largest_nearby,41.860457,-87.609959,83.3,70.6,375385,1500 S LYNN WHITE DR,,0,12402.5,3,sourced,socrata_syp8-uezg@2026-09-14
672,DOUGLASS (ANNA & FREDERICK),Sacramento Comfort Station,no_match,,,,,,,,,,0,sourced,socrata_syp8-uezg@2026-09-14
673,JEFFERSON (THOMAS),Comfort Station,largest_nearby,41.859746,-87.642444,98,82.5,375844,1600 S JEFFERSON ST,,0,20629.9,120,sourced,socrata_syp8-uezg@2026-09-14
674,GRANT (ULYSSES),Butler Field Comfort Station,largest_nearby,41.878827,-87.62003,170.6,152.3,359080,251 S COLUMBUS DR,,0,4859.1,3,sourced,socrata_syp8-uezg@2026-09-14
675,TOM (PING) MEML.,Leonard M. Louie Fieldhouse,no_match,,,,,,,,,,0,sourced,socrata_syp8-uezg@2026-09-14
676,TOM (PING) MEML.,Ping Tom Pagoda,largest_nearby,41.857316,-87.636179,114.4,82,836688,1801-1811 S LUMBER ST,,10,48938.6,44,sourced,socrata_syp8-uezg@2026-09-14
677,LINCOLN (ABRAHAM),Roscoe Comfort Station,largest_nearby,41.943001,-87.641001,137.8,98.8,853753,3318 N LAKE SHORE DR,,10,11811,5,sourced,socrata_syp8-uezg@2026-09-14
678,CLARK (RICHARD),Clark Park Boathouse,largest_nearby,41.9432,-87.696066,92.1,68.6,193994,2704 W ROSCOE ST,,1,27566,1,sourced,socrata_syp8-uezg@2026-09-14
679,STANTON (EDWIN),Stanton Park Natatorium,address_exact,41.905881,-87.644389,10,0,316038,618-640 W SCOTT ST,,1,14099,8,sourced,socrata_syp8-uezg@2026-09-14
